ids,DataVizRoles_collapsed,YearsDataVizExperience,DataVizCentralityFreelance,ToolsChoiceFreelance,DataVizCentralityEmployee,ToolsChoiceEmployee,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,ChartsUsed_BeeSwarm,ChartsUsed_Histogram,ChartsUsed_3D,ChartsUsed_Bar,ChartsUsed_PieOrDonut,ChartsUsed_Flow,ChartsUsed_Waffle,ChartsUsed_Line,ChartsUsed_Scatterplot,ChartsUsed_DotPlot,ChartsUsed_Treemap,ChartsUsed_Heatmap,ChartsUsed_Boxplot,ChartsUsed_Hexbin,ChartsUsed_ChoroplethMap,ChartsUsed_OtherGeospatialMap,ChartsUsed_Other__,AI_DataViz_Use,AI_DataViz_Tasks_,AI_DataViz_Tasks_Prep,AI_DataViz_Tasks_Analysis,AI_DataViz_Tasks_Storyboarding,AI_DataViz_Tasks_Visualizations,AI_DataViz_Tasks_VizTasksTeams,AI_DataViz_Tasks_Other,AI_DataViz_Workflow__,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,DV_Technologies2,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,DV_Technologies3,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,AudienceFreelance_,AudienceFreelance_Public,AudienceFreelance_Analysts,AudienceFreelance_Engineers,AudienceFreelance_Scientists,AudienceFreelance_Medical,AudienceFreelance_ProdProjManagers,AudienceFreelance_PolicyMakers,AudienceFreelance_Execs,AudienceFreelance_Designers,AudienceFreelance_Researchers,AudienceFreelance_Students,AudienceFreelance_Educators,AudienceFreelance_AdminPersonnel,AudienceFreelance_DataVizEnthusiasts,AudienceFreelance_Self,AudienceFreelance_Other__,AudienceEmployee_,AudienceEmployee_Public,AudienceEmployee_Analysts,AudienceEmployee_Engineers,AudienceEmployee_Scientists,AudienceEmployee_Medical,AudienceEmployee_ProdProjManagers,AudienceEmployee_PolicyMakers,AudienceEmployee_Execs,AudienceEmployee_Designers,AudienceEmployee_Researchers,AudienceEmployee_Students,AudienceEmployee_Educators,AudienceEmployee_AdminPersonnel,AudienceEmployee_DataVizEnthusiasts,AudienceEmployee_Self,AudienceEmployee_Other__,DataVizSharingChannels_,DataVizSharingChannels_EmbeddedInTool,DataVizSharingChannels_Dashboard,DataVizSharingChannels_Scrollytelling,DataVizSharingChannels_StaticWebPage,DataVizSharingChannels_InteractiveNotebook,DataVizSharingChannels_DocumentOrReport,DataVizSharingChannels_Presentations,DataVizSharingChannels_Email,DataVizSharingChannels_NewspaperorMagazine,DataVizSharingChannels_PeerReviewedJournal,DataVizSharingChannels_PrintedOnPaper,DataVizSharingChannels_OtherPhysicalMedium,DataVizSharingChannels_VRorAR,DataVizSharingChannels_Installation,DataVizSharingChannels_App,DataVizSharingChannels_Video,DataVizSharingChannels_SocialMedia,DataVizSharingChannels_Other__
tz4d,Employee,10,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,20–99 employees,x,x,not chosen,x,x,x,not chosen,x,x,not chosen,x,x,x,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Rarely,Often,Often,Never,Rarely,Never,Never,Never,Often,Never,not chosen,Never,Rarely,Rarely,Often,Never,Often,Never,Often,Never,Never,Never,Never,not chosen,Sometimes,Sometimes,Never,Sometimes,Never,Never,Often,Never,Rarely,Never,Sometimes,Never,not chosen,Observable Plot,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,1,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,6,x,x,x,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
u025,Employee,5,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Manufacturing,"5,000+ employees",not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,3,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
U04j,Freelance,11,Data visualization is the primary focus of my freelance work.,I’m able to choose my own tools.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,not chosen,not chosen,x,x,x,not chosen,x,x,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Rarely,Never,Never,Never,Never,Often,Never,Never,Never,Never,Sometimes,Never,not chosen,Often,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,"Adobe Illustrator, Microsoft Powerpoint, Microsoft Excel",3,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
u0m1,Employee,20,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,1,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,100–499 employees,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,SQL Server Reporting Services,"Tableau, Excel",0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,2,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
U1y3,Employee,4,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,"5,000+ employees",not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Often,not chosen,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Microsoft PowerPoint,Excel,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,4,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,4,not chosen,x,not chosen,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
u37n,Employee,6,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Manufacturing,"1,000–4,999 employees",not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Often,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Minitab,Power BI; Minitab; Excel,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,4,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,4,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
u3rE,FreelanceAND,20,Data visualization is the primary focus of my freelance work.,I’m able to choose my own tools.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,not chosen,x,x,x,x,x,x,x,x,x,x,not chosen,x,x,ad hoc illustrations,Yes,2,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Often,Never,Sometimes,Often,Sometimes,Never,Never,Rarely,Sometimes,Never,not chosen,Rarely,Sometimes,Never,Often,Never,Rarely,Sometimes,Often,Often,Never,Never,Never,not chosen,Rarely,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Often,Rarely,Rarely,Nuxt js,d3; vue,5,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,6,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,x,not chosen
U45g,FreelanceAND,15,Data visualization is the primary focus of my freelance work.,I’m able to choose my own tools.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,x,x,not chosen,x,x,x,x,x,x,x,x,x,x,x,x,x,"Bump Chart, Marginal Histogram, Radial Chart",Yes,2,not chosen,not chosen,x,not chosen,not chosen,AI Generated Images,not chosen,Rarely,Sometimes,Never,Never,Rarely,Often,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,not chosen,Never,Never,Rarely,Rarely,Rarely,Never,Never,Often,Sometimes,Never,Sometimes,Sometimes,not chosen,Sometimes,Rarely,Rarely,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau,5,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,x,x,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
u605,Employee,9,unasked,unasked,Data visualization is the primary focus of my job.,I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,Fewer than 20 employees,not chosen,x,not chosen,x,x,x,x,x,x,x,x,x,x,not chosen,x,x,not chosen,Yes,2,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Rarely,Often,Often,Often,Often,Often,Often,Often,Never,Rarely,Often,Never,not chosen,Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Never,Often,Sometimes,Never,Rarely,Sometimes,not chosen,Rarely,Often,Never,Sometimes,Often,Sometimes,Often,Rarely,Never,Never,Sometimes,Sometimes,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,8,x,x,x,not chosen,not chosen,not chosen,x,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,9,x,x,x,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,x,not chosen
U644,Employee,10,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Philanthropy,20–99 employees,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,x,x,not chosen,x,x,not chosen,Yes,1,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,Rarely,Rarely,Never,Never,Never,Often,Never,Never,Rarely,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Sometimes,Often,not chosen,Never,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Excel; PowerBI; Tableau,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,2,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,3,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
U77Q,Employee,4,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes no problems.,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,"1,000–4,999 employees",not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,Yes,2,x,not chosen,not chosen,x,not chosen,not chosen,Use it primarily to write SQL and DAX.  Also to research solving an issue with a type of visualization in Power BI,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Often,Rarely,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,not chosen,"Tableau, Power BI",0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,3,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
U8R6,Employee,4,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,"5,000+ employees",not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Often,not chosen,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,PowerBI,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,5,not chosen,x,not chosen,x,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen
u8sE,EmployeeAND,10,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
U9Kg,EmployeeAND,20,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,100–499 employees,x,x,not chosen,x,not chosen,x,not chosen,x,x,not chosen,x,x,x,x,x,x,packed bars;area chart,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,Rarely,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Sometimes,not chosen,Rarely,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,JMP,JMP;Observable,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,2,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,4,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
uE07,Employee,8,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,2,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,20–99 employees,not chosen,x,not chosen,x,x,x,x,x,x,not chosen,x,x,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Often,Often,Never,Never,Never,Rarely,Often,Never,not chosen,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Never,Often,Often,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Power BI and Tableau,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,7,x,x,not chosen,not chosen,x,not chosen,x,x,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,3,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
Ui4h,Employee,5,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,2,not chosen,not chosen,x,not chosen,not chosen,not chosen,Law,20–99 employees,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,I’m not sure,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Rarely,Often,Sometimes,Sometimes,Often,Never,Never,Never,Never,Sometimes,Never,not chosen,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,not chosen,Often,Never,Never,Never,not chosen,Often,Sometimes,Never,Never,Never,Sometimes,Never,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,2,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,Lawyers,5,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen
uJ04,Academic,10,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,x,x,x,x,x,x,not chosen,not chosen,x,x,x,x,x,x,x,x,"3D Network, Candlestick",Yes,1,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,Rarely,Sometimes,Never,Often,Never,Often,Often,Never,Often,Often,Sometimes,Often,Rarely,not chosen,Rarely,Never,Rarely,Sometimes,Often,Sometimes,Often,Often,Often,Often,Often,Often,not chosen,Often,Rarely,Never,Often,Never,Sometimes,Rarely,Often,Rarely,Sometimes,Often,Often,Unity,"Web Components/WebGL, PowerBI, Unity",0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,4,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen
upMz,Employee,10,unasked,unasked,Data visualization is the primary focus of my job.,I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Statistical Organisation,"1,000–4,999 employees",x,not chosen,not chosen,x,x,x,x,x,x,x,x,x,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,not chosen,Sometimes,Never,Never,Never,Never,Never,Never,Often,Sometimes,Never,Sometimes,Often,not chosen,Never,Sometimes,Never,Rarely,Often,Never,Never,Never,Never,Never,Never,Never,Scimago Graphica; BrightCarbon Add in,Excel;Raw;PowerPoint,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,4,not chosen,not chosen,not chosen,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
Uq3T,Freelance,2,"Data visualization is one of several things I do in my freelance work, but not a primary or secondary focus in my projects.",I’m able to choose my own tools.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,x,not chosen,x,x,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,not chosen,Rarely,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau,7,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,x,x,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,2,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
uqOo,Employee,10,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes some problems.,1,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,500–999 employees,not chosen,x,x,x,x,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Often,Never,not chosen,Never,Never,Never,Never,Never,Never,not chosen,Rarely,Never,Never,Never,Often,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,ppt,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,6,x,x,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,2,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
